Geneid	Chr	Start	End	Strand	Length	gene_name
ENSG00000263527.1	chr18	13611114	13611200	+	87	MIR4526
ENSG00000266954.1	chr18	13644815	13645685	-	871	RP11-701H16.4
ENSG00000177150.13	chr18	13663347	13726663	-	63317	FAM210A
ENSG00000279962.1	chr18	13710249	13710484	-	236	RP11-720L3.1
ENSG00000242707.3	chr18	13715102	13715368	-	267	RN7SL362P
ENSG00000101654.18	chr18	13726660	13764556	+	37897	RNMT
ENSG00000176136.6	chr18	13824149	13827323	+	3175	MC5R
ENSG00000185231.5	chr18	13882044	13915707	-	33664	MC2R
ENSG00000243779.1	chr18	13919603	13919923	-	321	RP11-681N23.1
ENSG00000279352.1	chr18	14010054	14010917	+	864	RP11-411B10.7
ENSG00000270469.1	chr18	14053951	14054761	+	811	RP11-411B10.8
ENSG00000175322.12	chr18	14057457	14132490	-	75034	ZNF519
ENSG00000267756.1	chr18	14074912	14075741	-	830	RP11-411B10.4
ENSG00000267150.1	chr18	14089935	14091019	+	1085	RP11-411B10.2
ENSG00000267356.1	chr18	14104542	14105226	+	685	RP11-411B10.3
ENSG00000267704.1	chr18	14137710	14139272	+	1563	FRG2LP
ENSG00000267324.1	chr18	14143596	14151139	-	7544	RP11-411B10.5
ENSG00000175319.3	chr18	14153001	14157342	-	4342	NF1P5
ENSG00000186481.16	chr18	14179097	14252140	+	73044	ANKRD20A5P
ENSG00000212329.1	chr18	14190700	14190806	+	107	RNU6-316P
ENSG00000266145.1	chr18	14222008	14222331	+	324	RHOT1P1
ENSG00000283294.1	chr18	14225224	14342505	+	117282	RP11-681B3.4
ENSG00000274214.1	chr18	14253548	14254075	+	528	RP11-757O6.6
ENSG00000265787.2	chr18	14337423	14342524	+	5102	CYP4F35P
ENSG00000277743.1	chr18	14346214	14346923	-	710	RP11-757O6.7
ENSG00000265437.1	chr18	14361434	14361943	-	510	RP11-757O6.4
ENSG00000187589.8	chr18	14377546	14378757	-	1212	TERF1P2
ENSG00000265296.1	chr18	14391913	14393909	-	1997	FEM1AP2
ENSG00000286593.1	chr18	14404551	14430923	-	26373	RP11-757O6.8
ENSG00000266605.1	chr18	14450216	14450883	-	668	LONRF2P1
ENSG00000265766.3	chr18	14477955	14499278	-	21324	CXADRP3
ENSG00000266242.1	chr18	14485806	14487501	+	1696	GRAMD4P7
ENSG00000183206.18	chr18	14507339	14543600	-	36262	POTEC
ENSG00000200132.1	chr18	14531676	14531782	-	107	RNU6-1021P
ENSG00000265340.1	chr18	14570844	14571788	+	945	OR4K7P
ENSG00000266693.1	chr18	14613137	14614184	+	1048	OR4K8P
ENSG00000264570.1	chr18	14629832	14632806	-	2975	SNX19P3
ENSG00000273732.1	chr18	14680604	14681106	-	503	VN1R74P
ENSG00000276318.1	chr18	14695422	14706597	+	11176	GTF2IP8
ENSG00000180777.14	chr18	14728272	14854038	+	125767	ANKRD30B
ENSG00000200645.1	chr18	14759188	14759294	+	107	RNU6-1210P
ENSG00000265737.1	chr18	14816151	14825249	-	9099	RP11-1157N2__B.2
ENSG00000265499.1	chr18	14830166	14830242	+	77	MIR3156-2
ENSG00000265786.1	chr18	14877611	14884052	+	6442	LINC01906
ENSG00000264061.1	chr18	14888709	14890086	-	1378	FGF7P1
ENSG00000263618.5	chr18	14903580	14915628	+	12049	RP11-527H14.4
ENSG00000266554.2	chr18	14946267	14974215	+	27949	LINC01443
ENSG00000264301.1	chr18	14969001	14970468	-	1468	LINC01444
ENSG00000263821.1	chr18	14978739	14979839	+	1101	RP11-527H14.1
ENSG00000279042.1	chr18	14990707	14993235	-	2529	RP11-805F19.3
ENSG00000266522.1	chr18	15003975	15006352	-	2378	RP11-805F19.4
ENSG00000278923.2	chr18	15056845	15066598	-	9754	RP11-805F19.5
ENSG00000263635.1	chr18	15075445	15122767	+	47323	RP11-805F19.2
ENSG00000286815.1	chr18	15139255	15150980	-	11726	RP11-805F19.6
ENSG00000264880.1	chr18	15159724	15164467	-	4744	RP11-805F19.1
ENSG00000287723.1	chr18	15165338	15172007	+	6670	RP11-454P7.4
ENSG00000286293.1	chr18	15184016	15189760	-	5745	RP11-454P7.5
ENSG00000265015.1	chr18	15196999	15197775	-	777	RP11-454P7.3
ENSG00000265631.1	chr18	15247429	15247997	-	569	BNIP3P3
ENSG00000266818.1	chr18	15254418	15271744	+	17327	RP11-454P7.1
ENSG00000215512.9	chr18	15307663	15330282	-	22620	AP005901.1
ENSG00000222087.1	chr18	15320840	15320944	-	105	RNU6-721P
ENSG00000067900.8	chr18	20946906	21111813	-	164908	ROCK1
ENSG00000244527.1	chr18	21119182	21119661	-	480	RP11-254G11.1
ENSG00000251886.1	chr18	21120404	21120506	-	103	RNU6-120P
ENSG00000263748.1	chr18	21182503	21183499	-	997	EXOGP1
ENSG00000265984.1	chr18	21240675	21241371	-	697	GREB1L-DT
ENSG00000141449.15	chr18	21242242	21525417	+	283176	GREB1L
ENSG00000265948.1	chr18	21316878	21317795	+	918	RP11-296E23.2
ENSG00000265751.1	chr18	21380286	21451017	-	70732	RP11-296E23.1
ENSG00000221139.1	chr18	21450653	21450756	-	104	ENSG10010139463.1
ENSG00000141446.11	chr18	21529284	21600884	-	71601	ESCO1
ENSG00000167088.11	chr18	21612314	21633524	+	21211	SNRPD1
ENSG00000158201.10	chr18	21650901	21704780	-	53880	ABHD3
ENSG00000264188.1	chr18	21661787	21662395	-	609	RP11-13N13.5
ENSG00000265656.1	chr18	21673628	21682561	+	8934	RP11-13N13.6
ENSG00000221493.1	chr18	21683510	21683597	+	88	MIR320C1
ENSG00000101752.12	chr18	21704957	21870953	+	165997	MIB1
ENSG00000252677.1	chr18	21711950	21712119	-	170	ENSG10010136559.1
ENSG00000200750.1	chr18	21724119	21724229	+	111	Y_RNA
ENSG00000242971.3	chr18	21793883	21794159	+	277	RN7SL233P
ENSG00000199977.1	chr18	21817624	21817828	+	205	SNORA73
ENSG00000265142.9	chr18	21825487	21831539	-	6053	MIR133A1HG
ENSG00000283927.1	chr18	21825698	21825785	-	88	MIR133A1
ENSG00000284453.1	chr18	21829004	21829088	-	85	MIR1-2
ENSG00000243303.1	chr18	21854640	21854987	-	348	RP11-268I9.1
ENSG00000264149.1	chr18	21871446	21893996	-	22551	RP11-268I9.3
ENSG00000252325.1	chr18	21879801	21879904	+	104	RNU6-1038P
ENSG00000264289.1	chr18	21914369	21914660	-	292	RP11-268I9.4
ENSG00000222520.1	chr18	21928985	21929094	-	110	RNA5SP451
ENSG00000265758.1	chr18	21981121	22051159	+	70039	LINC01900
ENSG00000263588.1	chr18	22088060	22098780	+	10721	RP11-595B24.2
ENSG00000221363.1	chr18	22130603	22130729	-	127	RNU6ATAC20P
ENSG00000266010.2	chr18	22164886	22169878	-	4993	GATA6-AS1
ENSG00000141448.11	chr18	22169589	22202528	+	32940	GATA6
ENSG00000264012.1	chr18	22175465	22176662	-	1198	RP11-627G18.2
ENSG00000201852.1	chr18	22180112	22180218	-	107	RNU6-702P
ENSG00000266283.1	chr18	22200619	22205229	-	4611	RP11-627G18.1
ENSG00000264825.1	chr18	22213778	22228029	+	14252	RP11-627G18.4
ENSG00000273348.1	chr18	22347846	22348252	-	407	RP11-535A5.1
ENSG00000212710.5	chr18	22413599	22417915	-	4317	CTAGE1
ENSG00000270855.1	chr18	22418829	22419294	-	466	ATP7BP1
ENSG00000239490.1	chr18	22586465	22587227	+	763	RPS4XP18
ENSG00000206827.1	chr18	22647582	22647688	+	107	RNU6-1032P
ENSG00000265943.1	chr18	22699481	22933764	-	234284	RP11-739L10.1
ENSG00000266850.1	chr18	22723491	22907721	-	184231	RP11-370A5.1
ENSG00000101773.19	chr18	22798261	23026488	+	228228	RBBP8
ENSG00000273232.1	chr18	22882825	22883357	-	533	RP11-370A5.2
ENSG00000265939.1	chr18	22900486	22900995	-	510	UBE2CP2
ENSG00000284331.1	chr18	22933349	22933438	+	90	MIR4741
ENSG00000242182.3	chr18	23004564	23004862	+	299	RN7SL745P
ENSG00000223023.1	chr18	23024596	23024703	+	108	Y_RNA
ENSG00000134508.13	chr18	23134564	23260470	+	125907	CABLES1
ENSG00000134490.14	chr18	23197144	23437961	-	240818	TMEM241
ENSG00000266495.1	chr18	23257164	23260354	-	3191	RP11-17J14.2
ENSG00000101782.15	chr18	23453287	23486603	+	33317	RIOK3
ENSG00000199357.1	chr18	23456371	23456467	+	97	Y_RNA
ENSG00000283084.1	chr18	23485000	23485197	+	198	RP11-639E23.1
ENSG00000141452.10	chr18	23503470	23531822	+	28353	RMC1
ENSG00000141458.13	chr18	23506184	23586506	-	80323	NPC1
ENSG00000199366.1	chr18	23582016	23582121	-	106	Y_RNA
ENSG00000154065.17	chr18	23598926	23662911	-	63986	ANKRD29
ENSG00000267752.1	chr18	23672253	23672748	-	496	RPS10P27
ENSG00000053747.17	chr18	23689453	23956222	+	266770	LAMA3
ENSG00000267301.1	chr18	23709825	23710287	-	463	RPL23AP77
ENSG00000265752.3	chr18	23957754	23982556	-	24803	RP11-403A21.1
ENSG00000168234.13	chr18	23992773	24135610	+	142838	TTC39C
ENSG00000264745.1	chr18	23994213	24015339	-	21127	TTC39C-AS1
ENSG00000265204.1	chr18	24076794	24099320	-	22527	RP11-403A21.3
ENSG00000264924.1	chr18	24113637	24121003	-	7367	RP11-799B12.2
ENSG00000206863.1	chr18	24124170	24124285	-	116	RNU5A-6P
ENSG00000279332.1	chr18	24135468	24135829	-	362	RP11-799B12.1
ENSG00000154040.21	chr18	24138987	24161600	+	22614	CABYR
ENSG00000265750.1	chr18	24159509	24162211	-	2703	RP11-799B12.4
ENSG00000141447.18	chr18	24162045	24397880	-	235836	OSBPL1A
ENSG00000199874.1	chr18	24170505	24170623	-	119	RNA5SP452
ENSG00000273524.1	chr18	24179038	24179295	-	258	Metazoa_SRP
ENSG00000206766.1	chr18	24218300	24218404	+	105	RNU6-435P
ENSG00000212051.1	chr18	24321686	24321735	+	50	MIR320C2
ENSG00000264365.1	chr18	24364787	24367984	+	3198	RP11-621L6.2
ENSG00000273321.1	chr18	24402153	24402714	+	562	RP11-621L6.3
ENSG00000154059.11	chr18	24426634	24453531	+	26898	IMPACT
ENSG00000199636.1	chr18	24429505	24429609	+	105	Y_RNA
ENSG00000265094.1	chr18	24435364	24439638	+	4275	RP11-178F10.1
ENSG00000134489.7	chr18	24460637	24479961	+	19325	HRH4
ENSG00000264695.1	chr18	24489375	24491080	+	1706	RP11-178F10.2
ENSG00000287611.1	chr18	24500399	24508133	+	7735	RP11-178F10.5
ENSG00000266489.3	chr18	24516699	24544154	-	27456	RP11-178F10.3
ENSG00000266181.1	chr18	24522273	24522919	-	647	EIF4A3P1
ENSG00000265485.7	chr18	24534551	24708542	+	173992	LINC01915
ENSG00000266520.1	chr18	24685772	24686351	-	580	RAC1P1
ENSG00000266809.1	chr18	24689914	24690161	-	248	PPIAP57
ENSG00000266573.6	chr18	24725762	24986980	+	261219	RP11-449D8.5
ENSG00000264345.2	chr18	24932771	24987919	-	55149	LINC01894
ENSG00000229248.1	chr18	25016434	25017204	-	771	WBP2P1
ENSG00000265552.1	chr18	25055600	25056760	+	1161	RP11-958F21.3
ENSG00000198795.11	chr18	25061924	25352190	-	290267	ZNF521
ENSG00000285595.1	chr18	25196663	25218241	+	21579	CTD-2576N18.2
ENSG00000279439.1	chr18	25200976	25202837	-	1862	CTD-2576N18.1
ENSG00000264434.2	chr18	25302126	25302960	+	835	CTD-2006O16.2
ENSG00000242216.3	chr18	25818234	25818532	-	299	RN7SL97P
ENSG00000264193.1	chr18	25953216	25953468	-	253	RP11-737G21.1
ENSG00000141380.14	chr18	26016253	26091217	-	74965	SS18
ENSG00000243925.1	chr18	26098839	26099226	+	388	RPS24P18
ENSG00000154611.15	chr18	26133852	26193355	+	59504	PSMA8
ENSG00000188985.6	chr18	26170726	26171284	-	559	DHFRP1
ENSG00000266227.1	chr18	26204869	26205904	+	1036	NPM1P2
ENSG00000141384.13	chr18	26226445	26391685	+	165241	TAF4B
ENSG00000263829.1	chr18	26255698	26256355	-	658	SINHCAFP1
ENSG00000266237.1	chr18	26266009	26267409	+	1401	RP11-25D3.1
ENSG00000264911.1	chr18	26348347	26349004	+	658	RP11-107K17.2
ENSG00000207160.1	chr18	26366301	26366406	-	106	RNU6-1289P
ENSG00000263862.2	chr18	26421139	26438041	+	16903	LINC01543
ENSG00000134504.14	chr18	26454910	26657401	-	202492	KCTD1
ENSG00000277534.1	chr18	26542971	26545791	-	2821	RP11-9E17.1
ENSG00000275805.1	chr18	26565723	26575626	-	9904	RP11-349H17.2
ENSG00000276221.1	chr18	26591467	26591535	-	69	MIR8057
ENSG00000263846.1	chr18	26599408	26600338	+	931	CIAPIN1P
ENSG00000260372.7	chr18	26655737	27190698	+	534962	AQP4-AS1
ENSG00000263677.2	chr18	26685954	26689668	+	3715	RP11-17A19.2
ENSG00000265369.3	chr18	26687621	26703638	-	16018	PCAT18
ENSG00000275900.1	chr18	26689316	26689529	-	214	U3
ENSG00000263382.2	chr18	26822341	26825171	-	2831	RP11-552O4.1
ENSG00000266184.1	chr18	26831520	26832432	-	913	RP11-552O4.2
ENSG00000171885.18	chr18	26852043	26865771	-	13729	AQP4
ENSG00000154080.14	chr18	26906481	27185308	-	278828	CHST9
ENSG00000266549.1	chr18	26952201	26952558	-	358	ATP6V1E1P2
ENSG00000265374.1	chr18	27225742	27247188	+	21447	LINC01908
ENSG00000264151.6	chr18	27335968	27595164	-	259197	RP11-739N10.1
ENSG00000264790.1	chr18	27343252	27346110	+	2859	RP11-26N15.2
ENSG00000244329.1	chr18	27355406	27355764	-	359	UBA52P9
ENSG00000263611.2	chr18	27375310	27401910	+	26601	RP11-612A1.1
ENSG00000265097.1	chr18	27418884	27420435	-	1552	RBM22P1
ENSG00000263405.1	chr18	27452514	27453657	-	1144	PA2G4P3
ENSG00000286465.1	chr18	27454466	27469673	+	15208	RP11-612A1.4
ENSG00000286426.1	chr18	27785821	27795637	+	9817	RP11-731I21.1
ENSG00000170558.10	chr18	27932879	28177946	-	245068	CDH2
ENSG00000227279.1	chr18	27954519	27963687	+	9169	AC015933.2
ENSG00000274578.1	chr18	28146233	28146703	-	471	RP11-430E17.1
ENSG00000265994.2	chr18	28638714	28789580	+	150867	RP11-510D21.1
ENSG00000266296.1	chr18	28651732	28653208	+	1477	ARIH2P1
ENSG00000271238.1	chr18	28824652	28824826	-	175	RP11-510D21.2
ENSG00000251719.1	chr18	29048620	29048719	+	100	RNU6-408P
ENSG00000266479.1	chr18	29256817	29257060	-	244	CTD-2515C13.1
ENSG00000265980.1	chr18	29278509	29361963	-	83455	CTD-2515C13.2
ENSG00000264587.5	chr18	29518259	29548241	+	29983	RP11-784B15.1
ENSG00000287803.1	chr18	29629842	29650440	+	20599	RP11-784B15.2
ENSG00000286605.1	chr18	30290161	30414073	+	123913	CTD-2338I4.1
ENSG00000283218.1	chr18	30298910	30298960	+	51	MIR302F
ENSG00000266196.1	chr18	30713275	30714286	+	1012	RP11-675P14.1
ENSG00000279734.1	chr18	30780006	30780424	+	419	RP11-675P14.2
ENSG00000265670.1	chr18	30954820	30980917	-	26098	RP11-25I11.1
ENSG00000251702.1	chr18	30984106	30984215	+	110	RNU6-857P
ENSG00000134762.17	chr18	30989365	31042815	-	53451	DSC3
ENSG00000134755.18	chr18	31058840	31102522	-	43683	DSC2
ENSG00000265888.2	chr18	31101583	31162789	+	61207	DSCAS
ENSG00000134765.10	chr18	31129236	31162856	-	33621	DSC1
ENSG00000263698.1	chr18	31131456	31132494	+	1039	RP11-408H20.3
ENSG00000134760.6	chr18	31318160	31359246	+	41087	DSG1
ENSG00000266729.5	chr18	31343368	31426988	-	83621	DSG1-AS1
ENSG00000207019.1	chr18	31345362	31345467	-	106	RNU6-167P
ENSG00000175065.12	chr18	31376777	31414912	+	38136	DSG4
ENSG00000207240.1	chr18	31382317	31382430	+	114	Y_RNA
ENSG00000134757.5	chr18	31447741	31478702	+	30962	DSG3
ENSG00000266521.1	chr18	31496645	31497195	-	551	RP11-650P15.1
ENSG00000046604.14	chr18	31498177	31549008	+	50832	DSG2
ENSG00000264859.6	chr18	31542146	31556948	-	14803	DSG2-AS1
ENSG00000118271.12	chr18	31557009	31598833	+	41825	TTR
ENSG00000118276.12	chr18	31622246	31685836	-	63591	B4GALT6
ENSG00000259985.1	chr18	31685655	31686823	+	1169	RP11-549B18.1
ENSG00000200472.1	chr18	31718893	31719208	+	316	RN7SKP44
ENSG00000265158.1	chr18	31724198	31726956	+	2759	LRRC37A7P
ENSG00000263772.1	chr18	31726043	31726397	-	355	RP11-549B18.3
ENSG00000141437.10	chr18	31759584	31760880	-	1297	SLC25A52
ENSG00000153339.15	chr18	31829197	31953136	-	123940	TRAPPC8
ENSG00000263924.1	chr18	31844388	31845178	+	791	RP11-210K20.2
ENSG00000276486.1	chr18	31883288	31883728	+	441	RP11-210K20.6
ENSG00000276282.1	chr18	31895745	31896410	-	666	RP11-210K20.5
ENSG00000222320.1	chr18	31937533	31937639	+	107	RNU6-1050P
ENSG00000263823.1	chr18	31942575	31944156	+	1582	RP11-326K13.4
ENSG00000265273.1	chr18	31962178	31963618	+	1441	PGDP1
ENSG00000266105.1	chr18	31966960	31967545	+	586	RP11-326K13.2
ENSG00000280380.1	chr18	31982899	31986087	+	3189	RP11-326K13.3
ENSG00000101695.9	chr18	32018825	32073219	+	54395	RNF125
ENSG00000263917.1	chr18	32018829	32111779	+	92951	RP11-53I6.2
ENSG00000274275.1	chr18	32031035	32031359	+	325	RP11-326K13.5
ENSG00000214917.3	chr18	32075885	32076272	-	388	RP11-53I6.1
ENSG00000265008.1	chr18	32091295	32092119	-	825	RP11-53I6.3
ENSG00000134758.14	chr18	32091874	32131561	+	39688	RNF138
ENSG00000263393.1	chr18	32122400	32124478	-	2079	RP11-53I6.4
ENSG00000141441.16	chr18	32124877	32470882	-	346006	GAREM1
ENSG00000199373.1	chr18	32176050	32176168	-	119	RNA5SP453
ENSG00000141434.12	chr18	32185069	32220404	+	35336	MEP1B
ENSG00000265279.1	chr18	32196026	32196966	-	941	CLUHP6
ENSG00000263904.1	chr18	32245946	32249032	-	3087	RP11-344B2.3
ENSG00000222395.2	chr18	32263135	32263234	-	100	Y_RNA
ENSG00000264982.1	chr18	32287437	32290340	+	2904	RP11-344B2.2
ENSG00000215492.6	chr18	32412214	32413176	-	963	HNRNPA1P7
ENSG00000285095.2	chr18	32470288	32745567	+	275280	RP11-57G22.3
ENSG00000260389.1	chr18	32511663	32514634	+	2972	WBP11P1
ENSG00000287994.1	chr18	32554033	32566634	-	12602	RP11-413I9.2
ENSG00000263688.1	chr18	32581528	32582828	+	1301	RP11-386P4.1
ENSG00000197705.10	chr18	32672673	32773023	-	100351	KLHL14
ENSG00000228835.1	chr18	32769795	32774413	+	4619	AC012123.1
ENSG00000243355.1	chr18	32779039	32779286	+	248	RP11-57G22.1
ENSG00000263765.5	chr18	32833454	32938316	+	104863	RP11-746B8.1
ENSG00000166960.16	chr18	32937402	33441101	-	503700	CCDC178
ENSG00000263450.1	chr18	32954075	32957998	+	3924	RP11-680N20.1
ENSG00000267642.1	chr18	33552123	33578187	-	26065	ASXL3-DT
ENSG00000141431.13	chr18	33578219	33751195	+	172977	ASXL3
ENSG00000101746.16	chr18	33851100	34224952	-	373853	NOL4
ENSG00000199204.1	chr18	34001698	34001799	-	102	Y_RNA
ENSG00000280406.1	chr18	34221007	34221603	-	597	RP11-379L18.2
ENSG00000267746.1	chr18	34222965	34224761	+	1797	RP11-379L18.1
ENSG00000278052.1	chr18	34225930	34226429	+	500	RP11-379L18.3
ENSG00000134769.23	chr18	34493291	34891844	+	398554	DTNA
ENSG00000267585.1	chr18	34573987	34574523	-	537	RP11-115P21.1
ENSG00000268873.1	chr18	34737795	34767663	-	29869	RP11-138H11.1
ENSG00000278464.2	chr18	34892013	34903504	-	11492	RP11-96A15.1
ENSG00000166974.13	chr18	34976928	35143470	+	166543	MAPRE2
ENSG00000280096.1	chr18	35082009	35082242	+	234	RP11-294N21.2
ENSG00000274400.1	chr18	35144942	35145417	+	476	RP11-294N21.3
ENSG00000186812.13	chr18	35241030	35267133	+	26104	ZNF397
ENSG00000186814.14	chr18	35251058	35290245	-	39188	ZSCAN30
ENSG00000279989.1	chr18	35257040	35257512	+	473	RP11-158H5.2
ENSG00000274184.1	chr18	35268218	35270238	+	2021	RP11-158H5.8
ENSG00000268573.1	chr18	35280867	35290201	-	9335	RP11-158H5.7
ENSG00000257267.3	chr18	35290282	35328390	+	38109	ZNF271P
ENSG00000274918.1	chr18	35317396	35317848	+	453	RP11-54G14.1
ENSG00000172466.16	chr18	35332227	35345482	-	13256	ZNF24
ENSG00000186496.12	chr18	35366694	35377337	-	10644	ZNF396
ENSG00000239683.1	chr18	35383354	35384025	-	672	RP11-322E11.1
ENSG00000275512.1	chr18	35403996	35406528	-	2533	RP11-322E11.2
ENSG00000267583.5	chr18	35443869	35467088	-	23220	RP11-322E11.5
ENSG00000267140.1	chr18	35443871	35497940	-	54070	RP11-322E11.6
ENSG00000153391.16	chr18	35452230	35497979	-	45750	INO80C
ENSG00000279074.1	chr18	35483431	35483667	-	237	RP11-322E11.3
ENSG00000141429.14	chr18	35581117	35711834	+	130718	GALNT1
ENSG00000283514.1	chr18	35591737	35591806	+	70	MIR3975
ENSG00000266965.1	chr18	35595901	35597599	+	1699	RP11-712P20.2
ENSG00000267397.1	chr18	35716370	35717978	+	1609	RP11-873E20.1
ENSG00000267797.1	chr18	35841759	35842617	+	859	NRBF2P1
ENSG00000207797.1	chr18	35904818	35904926	-	109	MIR187
ENSG00000265641.1	chr18	35934088	35934142	-	55	MIR3929
ENSG00000267627.5	chr18	35951803	35966118	-	14316	RP11-905K4.1
ENSG00000278986.1	chr18	35972151	35973916	+	1766	RP11-723J4.3
ENSG00000141428.17	chr18	35972625	35979286	+	6662	C18orf21
ENSG00000141425.18	chr18	35984387	36067576	-	83190	RPRD1A
ENSG00000141424.13	chr18	36108531	36129385	-	20855	SLC39A6
ENSG00000134759.14	chr18	36129444	36180557	+	51114	ELP2
ENSG00000260552.1	chr18	36179996	36187448	-	7453	COSMOC
ENSG00000075643.6	chr18	36187497	36272157	+	84661	MOCOS
ENSG00000274849.1	chr18	36189824	36190272	+	449	RP11-49I11.4
ENSG00000267404.1	chr18	36273574	36274599	+	1026	RP11-49I11.2
ENSG00000267456.2	chr18	36278735	36279119	-	385	RP11-49I11.3
ENSG00000134775.15	chr18	36297714	36780055	+	482342	FHOD3
ENSG00000286890.1	chr18	36417055	36424185	-	7131	RP11-645I23.1
ENSG00000134779.15	chr18	36777647	36829216	-	51570	TPGS2
ENSG00000150477.15	chr18	36829106	37232172	+	403067	KIAA1328
ENSG00000267039.1	chr18	36901946	36923814	-	21869	RP11-58G13.1
ENSG00000267651.1	chr18	37234119	37236242	-	2124	RP11-95O2.1
ENSG00000101489.20	chr18	37243040	37565827	-	322788	CELF4
ENSG00000267707.2	chr18	37243776	37247506	+	3731	RP11-95O2.5
ENSG00000267202.5	chr18	37273706	37276572	+	2867	RP11-797E24.3
ENSG00000279678.1	chr18	37305295	37306333	-	1039	RP11-797E24.1
ENSG00000279543.1	chr18	37473330	37473977	-	648	RP11-1147P1.1
ENSG00000285940.2	chr18	37565281	37762131	+	196851	RP11-19F9.2
ENSG00000266530.1	chr18	37657135	37657215	+	81	MIR4318
ENSG00000243516.1	chr18	37672689	37673176	+	488	RPL12P40
ENSG00000286716.1	chr18	37960220	37992413	+	32194	RP11-60G10.1
ENSG00000268566.6	chr18	38655209	38688033	-	32825	RP11-687D19.1
ENSG00000222704.1	chr18	39016047	39016344	-	298	RN7SKP182
ENSG00000253038.1	chr18	39034007	39034110	+	104	RNU6-706P
ENSG00000267374.2	chr18	39206917	39800322	-	593406	MIR924HG
ENSG00000283458.1	chr18	39314240	39328008	+	13769	RP11-1I2.1
ENSG00000175886.10	chr18	39334872	39335672	-	801	RPL7AP66
ENSG00000283615.1	chr18	39622123	39622175	-	53	MIR924
ENSG00000286559.1	chr18	39655645	39665494	+	9850	RP11-25C13.1
ENSG00000283645.1	chr18	39676719	39676777	-	59	MIR5583-2
ENSG00000266148.1	chr18	39676721	39676779	+	59	MIR5583-1
ENSG00000212354.1	chr18	39678520	39678622	-	103	RNU6-1242P
ENSG00000267413.1	chr18	39841174	39924840	-	83667	LINC01901
ENSG00000283503.2	chr18	39841709	39896298	+	54590	LINC01902
ENSG00000279034.1	chr18	40062903	40066471	-	3569	RP11-5A1.1
ENSG00000261715.1	chr18	40066286	40099233	+	32948	LINC01477
ENSG00000267664.1	chr18	40143926	40144504	-	579	RPL17P45
ENSG00000286844.1	chr18	40245879	40247367	+	1489	RP11-10C23.1
ENSG00000286328.1	chr18	41341319	41507550	+	166232	RP11-142I20.2
ENSG00000267313.7	chr18	41465783	41632185	-	166403	KC6
ENSG00000267652.1	chr18	41789162	41789395	-	234	NPM1P1
ENSG00000225253.1	chr18	41819053	41819421	+	369	AC011225.1
ENSG00000078142.13	chr18	41955234	42087830	+	132597	PIK3C3
ENSG00000276174.1	chr18	42052705	42053030	+	326	RP11-687E1.2
ENSG00000267088.1	chr18	42089312	42089752	+	441	RP11-115N12.1
ENSG00000287007.1	chr18	42105729	42115538	-	9810	RP11-687E1.3
ENSG00000267586.7	chr18	42159283	42691422	+	532140	LINC00907
ENSG00000253040.1	chr18	42270589	42270715	+	127	RNA5SP454
ENSG00000286976.1	chr18	42649520	42657893	-	8374	RP11-1119E12.1
ENSG00000152214.14	chr18	42743227	43115691	-	372465	RIT2
ENSG00000287209.1	chr18	43115747	43129039	+	13293	RP11-761D8.1
ENSG00000132872.12	chr18	43267892	43277535	-	9644	SYT4
ENSG00000278933.1	chr18	43499173	43499836	+	664	RP11-789C7.1
ENSG00000267716.1	chr18	44039471	44040140	+	670	AC083760.1
ENSG00000202060.1	chr18	44071583	44071701	+	119	RNA5SP455
ENSG00000285550.1	chr18	44214971	44342315	+	127345	CTC-782O7.3
ENSG00000267337.2	chr18	44280768	44579953	-	299186	LINC01478
ENSG00000267573.1	chr18	44320800	44322257	-	1458	KRT8P5
ENSG00000277899.1	chr18	44522366	44523074	+	709	MLECP1
ENSG00000267414.1	chr18	44676927	44679717	-	2791	SETBP1-DT
ENSG00000152217.20	chr18	44680173	45068510	+	388338	SETBP1
ENSG00000280365.1	chr18	44732575	44733315	+	741	RP11-9H20.2
ENSG00000265957.1	chr18	44970082	44970166	-	85	MIR4319
ENSG00000279319.1	chr18	44986109	44989203	+	3095	RP11-693M3.1
ENSG00000267101.7	chr18	45104361	45181382	-	77022	RP11-846C15.2
ENSG00000132874.15	chr18	45212995	45683688	+	470694	SLC14A2
ENSG00000267097.1	chr18	45423764	45483218	-	59455	SLC14A2-AS1
ENSG00000266988.6	chr18	45483343	45529855	+	46513	RP11-749H17.1
ENSG00000285790.1	chr18	45491581	45503824	-	12244	RP11-309E23.3
ENSG00000267354.1	chr18	45507202	45550183	+	42982	RP11-749H17.2
ENSG00000287943.1	chr18	45571406	45611540	-	40135	RP11-749H17.3
ENSG00000267193.7	chr18	45573084	45575504	-	2421	RP11-116O18.4
ENSG00000266968.2	chr18	45646153	45647937	+	1785	RP11-116O18.1
ENSG00000288545.1	chr18	45669367	45747215	-	77849	RP11-116O18.3
ENSG00000141469.18	chr18	45687025	45752520	+	65496	SLC14A1
ENSG00000267558.2	chr18	45788530	45788670	+	141	RP11-618K16.4
ENSG00000197046.12	chr18	45825675	45844094	+	18420	SIGLEC15
ENSG00000152223.15	chr18	45847609	45967329	-	119721	EPG5
ENSG00000152229.18	chr18	45983536	46072272	-	88737	PSTPIP2
ENSG00000222179.1	chr18	45989653	45989945	-	293	RN7SKP26
